atom_id,atom_name,domain_family,parity_coverage_level,parity_fixture_count,parity_case_count,runtime_probe_status,risk_tier,review_priority,parity_coverage_reasons
ageoa.institutional_quant_engine.pin_model_d12.pinlikelihoodevaluator@ageoa/institutional_quant_engine/pin_model_d12/atoms.py:16,ageoa.institutional_quant_engine.pin_model_d12.pinlikelihoodevaluator,institutional_quant_engine,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.institutional_quant_engine.queue_estimator.initializeorderstate@ageoa/institutional_quant_engine/queue_estimator/atoms.py:23,ageoa.institutional_quant_engine.queue_estimator.initializeorderstate,institutional_quant_engine,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade@ageoa/institutional_quant_engine/queue_estimator/atoms.py:53,ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade,institutional_quant_engine,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.institutional_quant_engine.supply_chain.propagate_supply_shock@ageoa/institutional_quant_engine/supply_chain/atoms.py:20,ageoa.institutional_quant_engine.supply_chain.propagate_supply_shock,institutional_quant_engine,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.institutional_quant_engine.triangular_arbitrage.detect_triangular_arbitrage@ageoa/institutional_quant_engine/triangular_arbitrage/atoms.py:17,ageoa.institutional_quant_engine.triangular_arbitrage.detect_triangular_arbitrage,institutional_quant_engine,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.institutional_quant_engine.wash_trade.detect_wash_trade_rings@ageoa/institutional_quant_engine/wash_trade/atoms.py:20,ageoa.institutional_quant_engine.wash_trade.detect_wash_trade_rings,institutional_quant_engine,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.jFOF.find_fof_clusters@ageoa/jFOF/atoms.py:21,ageoa.jFOF.find_fof_clusters,jFOF,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.jFOF.topo.topological_loss_computation@ageoa/jFOF/topo/atoms.py:19,ageoa.jFOF.topo.topological_loss_computation,jFOF,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.jax_advi.optimize_advi.meanfieldvariationalfit@ageoa/jax_advi/optimize_advi/atoms.py:22,ageoa.jax_advi.optimize_advi.meanfieldvariationalfit,jax_advi,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.jax_advi.optimize_advi.posteriordrawsampling@ageoa/jax_advi/optimize_advi/atoms.py:67,ageoa.jax_advi.optimize_advi.posteriordrawsampling,jax_advi,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle@ageoa/kalman_filters/filter_rs/atoms.py:90,ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.initializekalmanstatemodel@ageoa/kalman_filters/filter_rs/atoms.py:19,ageoa.kalman_filters.filter_rs.initializekalmanstatemodel,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:39,ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:67,ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:116,ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance,kalman_filters,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:146,ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.static_kf.exposecovariance@ageoa/kalman_filters/static_kf/atoms.py:110,ageoa.kalman_filters.static_kf.exposecovariance,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.static_kf.exposelatentmean@ageoa/kalman_filters/static_kf/atoms.py:96,ageoa.kalman_filters.static_kf.exposelatentmean,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel@ageoa/kalman_filters/static_kf/atoms.py:23,ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel,kalman_filters,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.static_kf.predictlatentstate@ageoa/kalman_filters/static_kf/atoms.py:48,ageoa.kalman_filters.static_kf.predictlatentstate,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.kalman_filters.static_kf.updatewithmeasurement@ageoa/kalman_filters/static_kf/atoms.py:69,ageoa.kalman_filters.static_kf.updatewithmeasurement,kalman_filters,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.advancedhmc.integrator.hamiltonianphasepointtransition@ageoa/mcmc_foundational/advancedhmc/integrator/atoms.py:45,ageoa.mcmc_foundational.advancedhmc.integrator.hamiltonianphasepointtransition,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.advancedhmc.integrator.temperingfactorcomputation@ageoa/mcmc_foundational/advancedhmc/integrator/atoms.py:20,ageoa.mcmc_foundational.advancedhmc.integrator.temperingfactorcomputation,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:20,ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:64,ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.aees.metropolishastingstransitionkernel@ageoa/mcmc_foundational/kthohr_mcmc/aees/atoms.py:22,ageoa.mcmc_foundational.kthohr_mcmc.aees.metropolishastingstransitionkernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.aees.targetlogkerneloracle@ageoa/mcmc_foundational/kthohr_mcmc/aees/atoms.py:57,ageoa.mcmc_foundational.kthohr_mcmc.aees.targetlogkerneloracle,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.de.build_de_transition_kernel@ageoa/mcmc_foundational/kthohr_mcmc/de/atoms.py:21,ageoa.mcmc_foundational.kthohr_mcmc.de.build_de_transition_kernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.hmc.buildhmckernelfromlogdensityoracle@ageoa/mcmc_foundational/kthohr_mcmc/hmc/atoms.py:20,ageoa.mcmc_foundational.kthohr_mcmc.hmc.buildhmckernelfromlogdensityoracle,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.mala.mala_proposal_adjustment@ageoa/mcmc_foundational/kthohr_mcmc/mala/atoms.py:22,ageoa.mcmc_foundational.kthohr_mcmc.mala.mala_proposal_adjustment,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.mcmc_algos.dispatch_mcmc_algorithm@ageoa/mcmc_foundational/kthohr_mcmc/mcmc_algos/atoms.py:21,ageoa.mcmc_foundational.kthohr_mcmc.mcmc_algos.dispatch_mcmc_algorithm,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.nuts.nuts_recursive_tree_build@ageoa/mcmc_foundational/kthohr_mcmc/nuts/atoms.py:27,ageoa.mcmc_foundational.kthohr_mcmc.nuts.nuts_recursive_tree_build,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.rmhmc.buildrmhmctransitionkernel@ageoa/mcmc_foundational/kthohr_mcmc/rmhmc/atoms.py:23,ageoa.mcmc_foundational.kthohr_mcmc.rmhmc.buildrmhmctransitionkernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.kthohr_mcmc.rwmh.constructrandomwalkmetropoliskernel@ageoa/mcmc_foundational/kthohr_mcmc/rwmh/atoms.py:20,ageoa.mcmc_foundational.kthohr_mcmc.rwmh.constructrandomwalkmetropoliskernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc.initializehmcstate@ageoa/mcmc_foundational/mini_mcmc/hmc/atoms.py:26,ageoa.mcmc_foundational.mini_mcmc.hmc.initializehmcstate,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc.leapfrogproposalkernel@ageoa/mcmc_foundational/mini_mcmc/hmc/atoms.py:62,ageoa.mcmc_foundational.mini_mcmc.hmc.leapfrogproposalkernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc.metropolishmctransition@ageoa/mcmc_foundational/mini_mcmc/hmc/atoms.py:110,ageoa.mcmc_foundational.mini_mcmc.hmc.metropolishmctransition,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc.runsamplingloop@ageoa/mcmc_foundational/mini_mcmc/hmc/atoms.py:164,ageoa.mcmc_foundational.mini_mcmc.hmc.runsamplingloop,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc_llm.collectposteriorchain@ageoa/mcmc_foundational/mini_mcmc/hmc_llm/atoms.py:148,ageoa.mcmc_foundational.mini_mcmc.hmc_llm.collectposteriorchain,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc_llm.hamiltoniantransitionkernel@ageoa/mcmc_foundational/mini_mcmc/hmc_llm/atoms.py:72,ageoa.mcmc_foundational.mini_mcmc.hmc_llm.hamiltoniantransitionkernel,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc_llm.initializehmckernelstate@ageoa/mcmc_foundational/mini_mcmc/hmc_llm/atoms.py:26,ageoa.mcmc_foundational.mini_mcmc.hmc_llm.initializehmckernelstate,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.hmc_llm.initializesamplerrng@ageoa/mcmc_foundational/mini_mcmc/hmc_llm/atoms.py:56,ageoa.mcmc_foundational.mini_mcmc.hmc_llm.initializesamplerrng,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.nuts.nuts_recursive_tree_build@ageoa/mcmc_foundational/mini_mcmc/nuts/atoms.py:27,ageoa.mcmc_foundational.mini_mcmc.nuts.nuts_recursive_tree_build,mcmc_foundational,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.nuts_llm.initializenutsstate@ageoa/mcmc_foundational/mini_mcmc/nuts_llm/atoms.py:22,ageoa.mcmc_foundational.mini_mcmc.nuts_llm.initializenutsstate,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mcmc_foundational.mini_mcmc.nuts_llm.runnutstransitions@ageoa/mcmc_foundational/mini_mcmc/nuts_llm/atoms.py:56,ageoa.mcmc_foundational.mini_mcmc.nuts_llm.runnutstransitions,mcmc_foundational,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.apc_module.apccoreevaluation@ageoa/mint/apc_module/atoms.py:14,ageoa.mint.apc_module.apccoreevaluation,mint,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.axial_attention.rowselfattention@ageoa/mint/axial_attention/atoms.py:18,ageoa.mint.axial_attention.rowselfattention,mint,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.axial_attention@ageoa/mint/atoms.py:19,ageoa.mint.axial_attention,mint,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.axial_attention_d12.row_self_attention@ageoa/mint/axial_attention_d12/atoms.py:18,ageoa.mint.axial_attention_d12.row_self_attention,mint,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.encoding_dist_mat.encodedistancematrix@ageoa/mint/encoding_dist_mat/atoms.py:17,ageoa.mint.encoding_dist_mat.encodedistancematrix,mint,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.fasta_dataset.dataset_item_retrieval@ageoa/mint/fasta_dataset/atoms.py:75,ageoa.mint.fasta_dataset.dataset_item_retrieval,mint,none,0,0,not_applicable,high,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.fasta_dataset.dataset_length_query@ageoa/mint/fasta_dataset/atoms.py:60,ageoa.mint.fasta_dataset.dataset_length_query,mint,none,0,0,not_applicable,high,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.fasta_dataset.dataset_state_initialization@ageoa/mint/fasta_dataset/atoms.py:20,ageoa.mint.fasta_dataset.dataset_state_initialization,mint,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.fasta_dataset.token_budget_batch_planning@ageoa/mint/fasta_dataset/atoms.py:92,ageoa.mint.fasta_dataset.token_budget_batch_planning,mint,none,0,0,not_applicable,high,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.incremental_attention.enable_incremental_state_configuration@ageoa/mint/incremental_attention/atoms.py:16,ageoa.mint.incremental_attention.enable_incremental_state_configuration,mint,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.rotary_embedding.rotaryembedding@ageoa/mint/rotary_embedding/atoms.py:18,ageoa.mint.rotary_embedding.rotaryembedding,mint,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.rotary_embedding_d12.rotaryembedding@ageoa/mint/rotary_embedding_d12/atoms.py:17,ageoa.mint.rotary_embedding_d12.rotaryembedding,mint,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.mint.rotary_positional_embeddings@ageoa/mint/atoms.py:66,ageoa.mint.rotary_positional_embeddings,mint,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.add_quantum_link.addquantumlink@ageoa/molecular_docking/add_quantum_link/atoms.py:23,ageoa.molecular_docking.add_quantum_link.addquantumlink,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.build_complementary.constructcomplementarygraph@ageoa/molecular_docking/build_complementary/atoms.py:16,ageoa.molecular_docking.build_complementary.constructcomplementarygraph,molecular_docking,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.build_interaction_graph.networkx_weighted_graph_materialization@ageoa/molecular_docking/build_interaction_graph/atoms.py:88,ageoa.molecular_docking.build_interaction_graph.networkx_weighted_graph_materialization,molecular_docking,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.build_interaction_graph.pair_distance_compatibility_check@ageoa/molecular_docking/build_interaction_graph/atoms.py:20,ageoa.molecular_docking.build_interaction_graph.pair_distance_compatibility_check,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation@ageoa/molecular_docking/build_interaction_graph/atoms.py:44,ageoa.molecular_docking.build_interaction_graph.weighted_interaction_edge_derivation,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_lattice_mapping@ageoa/molecular_docking/atoms.py:67,ageoa.molecular_docking.greedy_lattice_mapping,molecular_docking,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping.assemblestaticmappingcontext@ageoa/molecular_docking/greedy_mapping/atoms.py:29,ageoa.molecular_docking.greedy_mapping.assemblestaticmappingcontext,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping.initializefrontierfromstartnode@ageoa/molecular_docking/greedy_mapping/atoms.py:57,ageoa.molecular_docking.greedy_mapping.initializefrontierfromstartnode,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping.rungreedymappingpipeline@ageoa/molecular_docking/greedy_mapping/atoms.py:218,ageoa.molecular_docking.greedy_mapping.rungreedymappingpipeline,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping.scoreandextendgreedycandidates@ageoa/molecular_docking/greedy_mapping/atoms.py:106,ageoa.molecular_docking.greedy_mapping.scoreandextendgreedycandidates,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping.validatecurrentmapping@ageoa/molecular_docking/greedy_mapping/atoms.py:176,ageoa.molecular_docking.greedy_mapping.validatecurrentmapping,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping_d12.construct_mapping_state_via_greedy_expansion@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:57,ageoa.molecular_docking.greedy_mapping_d12.construct_mapping_state_via_greedy_expansion,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping_d12.init_problem_context@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:26,ageoa.molecular_docking.greedy_mapping_d12.init_problem_context,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_mapping_d12.orchestrate_generation_and_validate@ageoa/molecular_docking/greedy_mapping_d12/atoms.py:155,ageoa.molecular_docking.greedy_mapping_d12.orchestrate_generation_and_validate,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph@ageoa/molecular_docking/greedy_subgraph/atoms.py:25,ageoa.molecular_docking.greedy_subgraph.greedy_maximum_subgraph,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.map_to_udg.graphtoudgmapping@ageoa/molecular_docking/map_to_udg/atoms.py:16,ageoa.molecular_docking.map_to_udg.graphtoudgmapping,molecular_docking,none,0,0,not_applicable,low,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.aggregate_maximum_distance_as_bandwidth@ageoa/molecular_docking/minimize_bandwidth/atoms.py:93,ageoa.molecular_docking.minimize_bandwidth.aggregate_maximum_distance_as_bandwidth,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.build_sparse_graph_view@ageoa/molecular_docking/minimize_bandwidth/atoms.py:269,ageoa.molecular_docking.minimize_bandwidth.build_sparse_graph_view,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.build_threshold_search_space@ageoa/molecular_docking/minimize_bandwidth/atoms.py:322,ageoa.molecular_docking.minimize_bandwidth.build_threshold_search_space,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.compute_absolute_weighted_index_distances@ageoa/molecular_docking/minimize_bandwidth/atoms.py:76,ageoa.molecular_docking.minimize_bandwidth.compute_absolute_weighted_index_distances,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order@ageoa/molecular_docking/minimize_bandwidth/atoms.py:287,ageoa.molecular_docking.minimize_bandwidth.compute_symmetric_bandwidth_reducing_order,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.enforce_threshold_sparsity@ageoa/molecular_docking/minimize_bandwidth/atoms.py:249,ageoa.molecular_docking.minimize_bandwidth.enforce_threshold_sparsity,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations@ageoa/molecular_docking/minimize_bandwidth/atoms.py:346,ageoa.molecular_docking.minimize_bandwidth.enumerate_threshold_based_permutations,molecular_docking,none,0,0,not_applicable,medium,review_soon,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.extract_final_permutation@ageoa/molecular_docking/minimize_bandwidth/atoms.py:229,ageoa.molecular_docking.minimize_bandwidth.extract_final_permutation,molecular_docking,none,0,0,not_applicable,medium,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.initialize_reduction_state@ageoa/molecular_docking/minimize_bandwidth/atoms.py:130,ageoa.molecular_docking.minimize_bandwidth.initialize_reduction_state,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.propose_greedy_permutation_step@ageoa/molecular_docking/minimize_bandwidth/atoms.py:158,ageoa.molecular_docking.minimize_bandwidth.propose_greedy_permutation_step,molecular_docking,none,0,0,not_applicable,high,review_now,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
ageoa.molecular_docking.minimize_bandwidth.select_minimum_bandwidth_permutation@ageoa/molecular_docking/minimize_bandwidth/atoms.py:373,ageoa.molecular_docking.minimize_bandwidth.select_minimum_bandwidth_permutation,molecular_docking,none,0,0,not_applicable,medium,review_later,PARITY_MISSING_FIXTURE;PARITY_MISSING_USAGE_EQUIVALENCE
