atom_id,atom_name,acceptability_score,acceptability_band,max_reviewable_verdict,structural,runtime,upstream_fidelity,developer_semantics,trust_support,hard_blockers,major_penalties
ageoa.e2e_ppg.gan_rec.generatereconstructedppg@ageoa/e2e_ppg/gan_rec/atoms.py:20,ageoa.e2e_ppg.gan_rec.generatereconstructedppg,83,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,12,10,,RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.e2e_ppg.gan_rec_d12.gan_reconstruction@ageoa/e2e_ppg/gan_rec_d12/atoms.py:16,ageoa.e2e_ppg.gan_rec_d12.gan_reconstruction,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.heart_cycle.detect_heart_cycles@ageoa/e2e_ppg/heart_cycle/atoms.py:18,ageoa.e2e_ppg.heart_cycle.detect_heart_cycles,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.heart_cycle_d12.heart_cycle_detection@ageoa/e2e_ppg/heart_cycle_d12/atoms.py:16,ageoa.e2e_ppg.heart_cycle_d12.heart_cycle_detection,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.kazemi_wrapper.wrapperpredictionsignalcomputation@ageoa/e2e_ppg/kazemi_wrapper/atoms.py:17,ageoa.e2e_ppg.kazemi_wrapper.wrapperpredictionsignalcomputation,83,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,12,10,,RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.e2e_ppg.kazemi_wrapper.signalarraynormalization@ageoa/e2e_ppg/kazemi_wrapper/atoms.py:34,ageoa.e2e_ppg.kazemi_wrapper.signalarraynormalization,91,review_ready,acceptable_with_limits,20,14,35,12,10,,SEMANTICS_LOW_NAME_OVERLAP
ageoa.e2e_ppg.kazemi_wrapper_d12.normalizesignal@ageoa/e2e_ppg/kazemi_wrapper_d12/atoms.py:16,ageoa.e2e_ppg.kazemi_wrapper_d12.normalizesignal,91,review_ready,acceptable_with_limits,20,14,35,12,10,,SEMANTICS_LOW_NAME_OVERLAP
ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate@ageoa/e2e_ppg/kazemi_wrapper_d12/atoms.py:33,ageoa.e2e_ppg.kazemi_wrapper_d12.wrapperevaluate,49,misleading_candidate,misleading,20,6,19,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.e2e_ppg.reconstruction.gan_patch_reconstruction@ageoa/e2e_ppg/reconstruction/atoms.py:19,ageoa.e2e_ppg.reconstruction.gan_patch_reconstruction,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.reconstruction.windowed_signal_reconstruction@ageoa/e2e_ppg/reconstruction/atoms.py:40,ageoa.e2e_ppg.reconstruction.windowed_signal_reconstruction,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.e2e_ppg.template_matching.templatefeaturecomputation@ageoa/e2e_ppg/template_matching/atoms.py:17,ageoa.e2e_ppg.template_matching.templatefeaturecomputation,78,acceptable_with_limits_candidate,acceptable_with_limits,20,6,30,12,10,,FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.hPDB.iterate_pdb_atoms@ageoa/hPDB/atoms.py:24,ageoa.hPDB.iterate_pdb_atoms,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.hPDB.iterate_pdb_residues@ageoa/hPDB/atoms.py:39,ageoa.hPDB.iterate_pdb_residues,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.hftbacktest.initialize_glft_state@ageoa/hftbacktest/atoms.py:19,ageoa.hftbacktest.initialize_glft_state,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.hftbacktest.update_glft_coefficients@ageoa/hftbacktest/atoms.py:37,ageoa.hftbacktest.update_glft_coefficients,49,misleading_candidate,misleading,20,6,19,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE
ageoa.hftbacktest.evaluate_spread_conditions@ageoa/hftbacktest/atoms.py:67,ageoa.hftbacktest.evaluate_spread_conditions,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.almgren_chriss.computeoptimaltrajectory@ageoa/institutional_quant_engine/almgren_chriss/atoms.py:18,ageoa.institutional_quant_engine.almgren_chriss.computeoptimaltrajectory,78,acceptable_with_limits_candidate,acceptable_with_limits,20,6,30,12,10,,FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:16,ageoa.institutional_quant_engine.almgren_chriss_v2.riskaversioninit,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory@ageoa/institutional_quant_engine/almgren_chriss_v2/atoms.py:31,ageoa.institutional_quant_engine.almgren_chriss_v2.optimalexecutiontrajectory,49,misleading_candidate,misleading,20,6,19,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.market_making_avellaneda@ageoa/institutional_quant_engine/atoms.py:22,ageoa.institutional_quant_engine.market_making_avellaneda,49,misleading_candidate,misleading,20,6,19,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.almgren_chriss_execution@ageoa/institutional_quant_engine/atoms.py:53,ageoa.institutional_quant_engine.almgren_chriss_execution,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.pin_informed_trading@ageoa/institutional_quant_engine/atoms.py:76,ageoa.institutional_quant_engine.pin_informed_trading,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.limit_order_queue_estimator@ageoa/institutional_quant_engine/atoms.py:102,ageoa.institutional_quant_engine.limit_order_queue_estimator,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.avellaneda_stoikov.initializemarketmakerstate@ageoa/institutional_quant_engine/avellaneda_stoikov/atoms.py:17,ageoa.institutional_quant_engine.avellaneda_stoikov.initializemarketmakerstate,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes@ageoa/institutional_quant_engine/avellaneda_stoikov/atoms.py:32,ageoa.institutional_quant_engine.avellaneda_stoikov.computeinventoryadjustedquotes,49,misleading_candidate,misleading,20,6,19,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:16,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.marketmakerstateinit,79,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation@ageoa/institutional_quant_engine/avellaneda_stoikov_d12/atoms.py:43,ageoa.institutional_quant_engine.avellaneda_stoikov_d12.optimalquotecalculation,49,misleading_candidate,misleading,20,6,19,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.copula_dependence.simulate_copula_dependence@ageoa/institutional_quant_engine/copula_dependence/atoms.py:19,ageoa.institutional_quant_engine.copula_dependence.simulate_copula_dependence,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.dynamic_hedge.kalman_hedge_ratio@ageoa/institutional_quant_engine/dynamic_hedge/atoms.py:21,ageoa.institutional_quant_engine.dynamic_hedge.kalman_hedge_ratio,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.evt_model.fit_gpd_tail@ageoa/institutional_quant_engine/evt_model/atoms.py:18,ageoa.institutional_quant_engine.evt_model.fit_gpd_tail,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator@ageoa/institutional_quant_engine/fractional_diff/atoms.py:18,ageoa.institutional_quant_engine.fractional_diff.fractional_differentiator,82,acceptable_with_limits_candidate,acceptable_with_limits,20,6,31,15,10,,FIDELITY_REQUIREDNESS_MISMATCH;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.hawkes_process.sample_hawkes_event_trajectory@ageoa/institutional_quant_engine/hawkes_process/atoms.py:19,ageoa.institutional_quant_engine.hawkes_process.sample_hawkes_event_trajectory,84,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,15,10,,RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.hawkes_process_d12.hawkesprocesssimulator@ageoa/institutional_quant_engine/hawkes_process_d12/atoms.py:18,ageoa.institutional_quant_engine.hawkes_process_d12.hawkesprocesssimulator,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.heston_model.simulate_heston_paths@ageoa/institutional_quant_engine/heston_model/atoms.py:22,ageoa.institutional_quant_engine.heston_model.simulate_heston_paths,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.heston_model_d12.hestonpathsampler@ageoa/institutional_quant_engine/heston_model_d12/atoms.py:22,ageoa.institutional_quant_engine.heston_model_d12.hestonpathsampler,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.hierarchical_risk_parity.compute_hrp_weights@ageoa/institutional_quant_engine/hierarchical_risk_parity/atoms.py:17,ageoa.institutional_quant_engine.hierarchical_risk_parity.compute_hrp_weights,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.hrp_d12.hrppipelinerun@ageoa/institutional_quant_engine/hrp_d12/atoms.py:16,ageoa.institutional_quant_engine.hrp_d12.hrppipelinerun,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.kalman_filter.kalmanfilterinit@ageoa/institutional_quant_engine/kalman_filter/atoms.py:28,ageoa.institutional_quant_engine.kalman_filter.kalmanfilterinit,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.institutional_quant_engine.kalman_filter.kalmanmeasurementupdate@ageoa/institutional_quant_engine/kalman_filter/atoms.py:65,ageoa.institutional_quant_engine.kalman_filter.kalmanmeasurementupdate,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.institutional_quant_engine.order_flow_imbalance.orderflowimbalanceevaluation@ageoa/institutional_quant_engine/order_flow_imbalance/atoms.py:17,ageoa.institutional_quant_engine.order_flow_imbalance.orderflowimbalanceevaluation,78,acceptable_with_limits_candidate,acceptable_with_limits,20,6,30,12,10,,FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.pin_model.pinlikelihoodevaluation@ageoa/institutional_quant_engine/pin_model/atoms.py:18,ageoa.institutional_quant_engine.pin_model.pinlikelihoodevaluation,78,acceptable_with_limits_candidate,acceptable_with_limits,20,6,30,12,10,,FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.pin_model_d12.pinlikelihoodevaluator@ageoa/institutional_quant_engine/pin_model_d12/atoms.py:16,ageoa.institutional_quant_engine.pin_model_d12.pinlikelihoodevaluator,83,acceptable_with_limits_candidate,acceptable_with_limits,20,6,35,12,10,,RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.institutional_quant_engine.queue_estimator.initializeorderstate@ageoa/institutional_quant_engine/queue_estimator/atoms.py:23,ageoa.institutional_quant_engine.queue_estimator.initializeorderstate,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade@ageoa/institutional_quant_engine/queue_estimator/atoms.py:53,ageoa.institutional_quant_engine.queue_estimator.updatequeueontrade,58,limited_acceptability,acceptable_with_limits,20,6,15,13,4,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_GENERATED_ABSTRACTION;TRUST_PROVENANCE_MISSING
ageoa.institutional_quant_engine.supply_chain.propagate_supply_shock@ageoa/institutional_quant_engine/supply_chain/atoms.py:20,ageoa.institutional_quant_engine.supply_chain.propagate_supply_shock,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.triangular_arbitrage.detect_triangular_arbitrage@ageoa/institutional_quant_engine/triangular_arbitrage/atoms.py:17,ageoa.institutional_quant_engine.triangular_arbitrage.detect_triangular_arbitrage,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.institutional_quant_engine.wash_trade.detect_wash_trade_rings@ageoa/institutional_quant_engine/wash_trade/atoms.py:20,ageoa.institutional_quant_engine.wash_trade.detect_wash_trade_rings,59,limited_acceptability,acceptable_with_limits,20,6,15,15,10,,FIDELITY_UPSTREAM_UNMAPPED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.jFOF.find_fof_clusters@ageoa/jFOF/atoms.py:21,ageoa.jFOF.find_fof_clusters,49,misleading_candidate,misleading,20,6,5,15,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;FIDELITY_SIGNATURE_MISSING_REQUIRED;RUNTIME_NO_PROBE_EVIDENCE
ageoa.jFOF.topo.topological_loss_computation@ageoa/jFOF/topo/atoms.py:19,ageoa.jFOF.topo.topological_loss_computation,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.jax_advi.optimize_advi.meanfieldvariationalfit@ageoa/jax_advi/optimize_advi/atoms.py:22,ageoa.jax_advi.optimize_advi.meanfieldvariationalfit,70,acceptable_with_limits_candidate,acceptable_with_limits,20,6,22,12,10,,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_ORDER_MISMATCH;FIDELITY_WEAK_TYPES;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.jax_advi.optimize_advi.posteriordrawsampling@ageoa/jax_advi/optimize_advi/atoms.py:67,ageoa.jax_advi.optimize_advi.posteriordrawsampling,49,misleading_candidate,misleading,20,6,19,12,10,FIDELITY_SIGNATURE_INVENTED_PARAMETER,FIDELITY_REQUIREDNESS_MISMATCH;FIDELITY_SIGNATURE_INVENTED_PARAMETER;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.initializekalmanstatemodel@ageoa/kalman_filters/filter_rs/atoms.py:19,ageoa.kalman_filters.filter_rs.initializekalmanstatemodel,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:39,ageoa.kalman_filters.filter_rs.predictlatentstateandcovariance,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:67,ageoa.kalman_filters.filter_rs.predictlatentstatesteadystate,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle@ageoa/kalman_filters/filter_rs/atoms.py:90,ageoa.kalman_filters.filter_rs.evaluatemeasurementoracle,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance@ageoa/kalman_filters/filter_rs/atoms.py:116,ageoa.kalman_filters.filter_rs.updateposteriorstateandcovariance,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate@ageoa/kalman_filters/filter_rs/atoms.py:146,ageoa.kalman_filters.filter_rs.updateposteriorstatesteadystate,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel@ageoa/kalman_filters/static_kf/atoms.py:23,ageoa.kalman_filters.static_kf.initializelineargaussianstatemodel,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.static_kf.predictlatentstate@ageoa/kalman_filters/static_kf/atoms.py:48,ageoa.kalman_filters.static_kf.predictlatentstate,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.static_kf.updatewithmeasurement@ageoa/kalman_filters/static_kf/atoms.py:69,ageoa.kalman_filters.static_kf.updatewithmeasurement,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.static_kf.exposelatentmean@ageoa/kalman_filters/static_kf/atoms.py:96,ageoa.kalman_filters.static_kf.exposelatentmean,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.kalman_filters.static_kf.exposecovariance@ageoa/kalman_filters/static_kf/atoms.py:110,ageoa.kalman_filters.static_kf.exposecovariance,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.advancedhmc.integrator.temperingfactorcomputation@ageoa/mcmc_foundational/advancedhmc/integrator/atoms.py:20,ageoa.mcmc_foundational.advancedhmc.integrator.temperingfactorcomputation,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.advancedhmc.integrator.hamiltonianphasepointtransition@ageoa/mcmc_foundational/advancedhmc/integrator/atoms.py:45,ageoa.mcmc_foundational.advancedhmc.integrator.hamiltonianphasepointtransition,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:20,ageoa.mcmc_foundational.advancedhmc.trajectory.buildnutstree,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel@ageoa/mcmc_foundational/advancedhmc/trajectory/atoms.py:64,ageoa.mcmc_foundational.advancedhmc.trajectory.nutstransitionkernel,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.kthohr_mcmc.aees.metropolishastingstransitionkernel@ageoa/mcmc_foundational/kthohr_mcmc/aees/atoms.py:22,ageoa.mcmc_foundational.kthohr_mcmc.aees.metropolishastingstransitionkernel,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.kthohr_mcmc.aees.targetlogkerneloracle@ageoa/mcmc_foundational/kthohr_mcmc/aees/atoms.py:57,ageoa.mcmc_foundational.kthohr_mcmc.aees.targetlogkerneloracle,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
ageoa.mcmc_foundational.kthohr_mcmc.de.build_de_transition_kernel@ageoa/mcmc_foundational/kthohr_mcmc/de/atoms.py:21,ageoa.mcmc_foundational.kthohr_mcmc.de.build_de_transition_kernel,65,limited_acceptability,acceptable_with_limits,20,6,14,15,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE
ageoa.mcmc_foundational.kthohr_mcmc.hmc.buildhmckernelfromlogdensityoracle@ageoa/mcmc_foundational/kthohr_mcmc/hmc/atoms.py:20,ageoa.mcmc_foundational.kthohr_mcmc.hmc.buildhmckernelfromlogdensityoracle,62,limited_acceptability,acceptable_with_limits,20,6,14,12,10,,FIDELITY_UPSTREAM_SIGNATURE_UNAVAILABLE;RUNTIME_NO_PROBE_EVIDENCE;SEMANTICS_LOW_NAME_OVERLAP
